language,digits,bases,monomorphemics,curr_bases,number_addition_max,number_subtraction_max,phrase_subtraction,exceptions
artificial_language_g0_86,"[1, 2, 3]","[4, 8, 35, 39, 69]",[45],"[[[4, 8], 4], [[8, 35], 8], [[35, 39], 35], [[39, 69], 39], [[69, 100], 69]]","[[[4, 8], 3], [[8, 35], 8], [[35, 39], 35], [[39, 69], 39], [[69, 100], 69]]","[[[4, 8], 2]]",[],"[[4, [4, 8], '(1 * 4)'], [8, [8, 35], '(1 * 8)'], [35, [35, 39], '(1 * 35)'], [39, [39, 69], '(1 * 39)'], [69, [69, 70], '(1 * 69)']]"
artificial_language_g0_87,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 62, 87, 89]","[24, 27, 33, 41, 45]","[[[21, 62], 21], [[62, 87], 62], [[87, 89], 87], [[89, 100], 89]]","[[[21, 62], 21], [[62, 87], 62], [[87, 89], 87], [[89, 100], 89]]",[],[],[]
artificial_language_g0_88,"[1, 2, 3, 4]","[5, 35, 45, 77, 94]","[24, 25]","[[[5, 35], 5], [[35, 45], 35], [[45, 77], 45], [[77, 94], 77], [[94, 100], 94]]","[[[5, 35], 5], [[35, 45], 35], [[45, 77], 45], [[77, 94], 77], [[94, 100], 94]]",[],[],[]
artificial_language_g0_89,"[1, 2, 3, 4]","[5, 85]","[8, 26, 34, 42, 44]","[[[5, 85], 5], [[85, 100], 85]]","[[[5, 85], 5], [[85, 100], 85]]",[],[],[]
artificial_language_g0_90,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 28, 45, 59, 93]","[21, 34, 36, 50]","[[[20, 28], 20], [[28, 45], 28], [[45, 59], 45], [[59, 93], 59], [[93, 100], 93]]","[[[20, 28], 20], [[28, 45], 28], [[45, 59], 45], [[59, 93], 59], [[93, 100], 93]]",[],[],[]
artificial_language_g0_91,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 43, 52, 83]",[90],"[[[14, 43], 14], [[43, 52], 43], [[52, 83], 52], [[83, 100], 83]]","[[[14, 43], 14], [[43, 52], 43], [[52, 83], 52], [[83, 100], 83]]",[],[],[]
artificial_language_g0_92,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 60]","[55, 64, 80]","[[[9, 60], 9], [[60, 100], 60]]","[[[9, 60], 9], [[60, 100], 60]]",[],[],"[[9, [9, 60], '(1 * 9)'], [60, [60, 61], '(1 * 60)']]"
artificial_language_g0_93,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32, 47, 73, 78]",[93],"[[[16, 32], 16], [[32, 47], 32], [[47, 73], 47], [[73, 78], 73], [[78, 100], 78]]","[[[16, 32], 11], [[32, 47], 32], [[47, 73], 47], [[73, 78], 73], [[78, 100], 78]]","[[[16, 32], 6]]",[],"[[16, [16, 32], '(1 * 16)'], [32, [32, 47], '(1 * 32)'], [47, [47, 73], '(1 * 47)'], [73, [73, 78], '(1 * 73)'], [78, [78, 79], '(1 * 78)']]"
artificial_language_g0_94,"[1, 2, 3, 4, 5]","[6, 17, 22, 70]","[13, 23, 46, 67, 80]","[[[6, 17], 6], [[17, 22], 17], [[22, 70], 22], [[70, 100], 70]]","[[[6, 17], 6], [[17, 22], 17], [[22, 70], 22], [[70, 100], 70]]",[],[],[]
artificial_language_g0_95,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32, 87]",[],"[[[16, 32], 16], [[32, 87], 32], [[87, 100], 87]]","[[[16, 32], 14], [[32, 87], 32], [[87, 100], 87]]","[[[16, 32], 3]]",[],"[[16, [16, 32], '(1 * 16)'], [32, [32, 87], '(1 * 32)'], [87, [87, 88], '(1 * 87)']]"
artificial_language_g0_96,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 42, 50, 94]","[37, 75]","[[[18, 42], 18], [[42, 50], 42], [[50, 94], 50], [[94, 100], 94]]","[[[18, 42], 18], [[42, 50], 42], [[50, 94], 50], [[94, 100], 94]]",[],[],[]
artificial_language_g0_97,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 46, 54, 89]","[32, 51, 78, 94]","[[[12, 46], 12], [[46, 54], 46], [[54, 89], 54], [[89, 100], 89]]","[[[12, 46], 12], [[46, 54], 46], [[54, 89], 54], [[89, 100], 89]]",[],[],"[[12, [12, 46], '(1 * 12)'], [46, [46, 54], '(1 * 46)'], [54, [54, 89], '(1 * 54)'], [89, [89, 90], '(1 * 89)']]"
artificial_language_g0_98,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22, 69]","[34, 38, 41, 81, 85]","[[[11, 22], 11], [[22, 69], 22], [[69, 100], 69]]","[[[11, 22], 5], [[22, 69], 22], [[69, 100], 69]]","[[[11, 22], 7]]",[],[]
artificial_language_g0_99,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 19, 37, 81]","[11, 59, 82]","[[[9, 19], 9], [[19, 37], 19], [[37, 81], 37], [[81, 100], 81]]","[[[9, 19], 9], [[19, 37], 19], [[37, 81], 37], [[81, 100], 81]]",[],[],"[[9, [9, 19], '(1 * 9)'], [19, [19, 37], '(1 * 19)'], [37, [37, 81], '(1 * 37)'], [81, [81, 82], '(1 * 81)']]"
artificial_language_g0_100,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30, 38, 94]","[21, 68, 80, 98]","[[[15, 30], 15], [[30, 38], 30], [[38, 94], 38], [[94, 100], 94]]","[[[15, 30], 6], [[30, 38], 30], [[38, 94], 38], [[94, 100], 94]]","[[[15, 30], 10]]",[],[]
artificial_language_g0_101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 54, 74, 86]","[31, 63, 85]","[[[16, 54], 16], [[54, 74], 54], [[74, 86], 74], [[86, 100], 86]]","[[[16, 54], 16], [[54, 74], 54], [[74, 86], 74], [[86, 100], 86]]",[],[],[]
artificial_language_g0_102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22]","[70, 98]","[[[11, 22], 11], [[22, 100], 22]]","[[[11, 22], 11], [[22, 100], 22]]",[],[],[]
artificial_language_g0_103,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22, 38, 79]","[40, 41, 44, 60, 77]","[[[11, 22], 11], [[22, 38], 22], [[38, 79], 38], [[79, 100], 79]]","[[[11, 22], 11], [[22, 38], 22], [[38, 79], 38], [[79, 100], 79]]",[],[],[]
artificial_language_g0_104,"[1, 2, 3, 4, 5]","[6, 29]","[26, 31, 35, 63, 84]","[[[6, 29], 6], [[29, 100], 29]]","[[[6, 29], 6], [[29, 100], 29]]",[],[],"[[6, [6, 29], '(1 * 6)'], [29, [29, 30], '(1 * 29)']]"
artificial_language_g0_105,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 12, 32, 76, 92]",[99],"[[[10, 12], 10], [[12, 32], 12], [[32, 76], 32], [[76, 92], 76], [[92, 100], 92]]","[[[10, 12], 10], [[12, 32], 12], [[32, 76], 32], [[76, 92], 76], [[92, 100], 92]]",[],[],[]
artificial_language_g0_106,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 11, 23, 47]",[],"[[[9, 11], 9], [[11, 23], 11], [[23, 47], 23], [[47, 100], 47]]","[[[9, 11], 9], [[11, 23], 11], [[23, 47], 23], [[47, 100], 47]]",[],[],"[[9, [9, 11], '(1 * 9)'], [11, [11, 23], '(1 * 11)'], [23, [23, 47], '(1 * 23)'], [47, [47, 48], '(1 * 47)']]"
artificial_language_g0_107,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 18]",[62],"[[[8, 16], 8], [[16, 18], 16], [[18, 100], 18]]","[[[8, 16], 6], [[16, 18], 16], [[18, 100], 18]]","[[[8, 16], 3]]",[],[]
artificial_language_g0_108,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 26, 35, 74, 96]","[32, 85]","[[[13, 26], 13], [[26, 35], 26], [[35, 74], 35], [[74, 96], 74], [[96, 100], 96]]","[[[13, 26], 13], [[26, 35], 26], [[35, 74], 35], [[74, 96], 74], [[96, 100], 96]]",[],[],[]
artificial_language_g0_109,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 20, 50, 81]","[26, 52, 98]","[[[17, 20], 17], [[20, 50], 20], [[50, 81], 50], [[81, 100], 81]]","[[[17, 20], 17], [[20, 50], 20], [[50, 81], 50], [[81, 100], 81]]",[],[],[]
artificial_language_g0_110,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 73]","[35, 39, 67, 93, 96]","[[[10, 73], 10], [[73, 100], 73]]","[[[10, 73], 10], [[73, 100], 73]]",[],[],[]
artificial_language_g0_111,"[1, 2, 3]","[4, 18]",[63],"[[[4, 18], 4], [[18, 100], 18]]","[[[4, 18], 4], [[18, 100], 18]]",[],[],[]
artificial_language_g0_112,"[1, 2, 3, 4, 5]","[6, 21, 26, 53, 71]","[19, 34, 73, 88, 99]","[[[6, 21], 6], [[21, 26], 21], [[26, 53], 26], [[53, 71], 53], [[71, 100], 71]]","[[[6, 21], 6], [[21, 26], 21], [[26, 53], 26], [[53, 71], 53], [[71, 100], 71]]",[],[],[]
artificial_language_g0_113,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 63]","[38, 45, 53, 64]","[[[17, 63], 17], [[63, 100], 63]]","[[[17, 63], 17], [[63, 100], 63]]",[],[],[]
artificial_language_g0_114,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 34]","[14, 18, 49]","[[[13, 34], 13], [[34, 100], 34]]","[[[13, 34], 13], [[34, 100], 34]]",[],[],[]
artificial_language_g0_115,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 42, 55, 56, 64]","[53, 97, 98]","[[[17, 42], 17], [[42, 55], 42], [[55, 56], 55], [[56, 64], 56], [[64, 100], 64]]","[[[17, 42], 17], [[42, 55], 42], [[55, 56], 55], [[56, 64], 56], [[64, 100], 64]]",[],[],[]
artificial_language_g0_116,[1],"[2, 4, 21]","[25, 38, 42]","[[[2, 4], 2], [[4, 21], 4], [[21, 100], 21]]","[[[2, 4], 1], [[4, 21], 4], [[21, 100], 21]]","[[[2, 4], 2]]",[],[]
artificial_language_g0_117,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",[15],"[62, 70, 76, 80]","[[[15, 100], 15]]","[[[15, 100], 15]]",[],[],[]
artificial_language_g0_118,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 19, 34, 66]",[],"[[[17, 19], 17], [[19, 34], 19], [[34, 66], 34], [[66, 100], 66]]","[[[17, 19], 17], [[19, 34], 19], [[34, 66], 34], [[66, 100], 66]]",[],[],"[[17, [17, 19], '(1 * 17)'], [19, [19, 34], '(1 * 19)'], [34, [34, 66], '(1 * 34)'], [66, [66, 67], '(1 * 66)']]"
artificial_language_g0_119,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 59, 60, 94]","[27, 47, 68, 86]","[[[20, 59], 20], [[59, 60], 59], [[60, 94], 60], [[94, 100], 94]]","[[[20, 59], 20], [[59, 60], 59], [[60, 94], 60], [[94, 100], 94]]",[],[],"[[20, [20, 59], '(1 * 20)'], [59, [59, 60], '(1 * 59)'], [60, [60, 94], '(1 * 60)'], [94, [94, 95], '(1 * 94)']]"
artificial_language_g0_120,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 49, 65, 80, 90]","[37, 56, 73, 82, 97]","[[[21, 49], 21], [[49, 65], 49], [[65, 80], 65], [[80, 90], 80], [[90, 100], 90]]","[[[21, 49], 21], [[49, 65], 49], [[65, 80], 65], [[80, 90], 80], [[90, 100], 90]]",[],[],[]
artificial_language_g0_121,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 34, 96]","[70, 86]","[[[17, 34], 17], [[34, 96], 34], [[96, 100], 96]]","[[[17, 34], 7], [[34, 96], 34], [[96, 100], 96]]","[[[17, 34], 11]]",[],[]
artificial_language_g0_122,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 35, 50, 57]","[52, 59, 91]","[[[9, 35], 9], [[35, 50], 35], [[50, 57], 50], [[57, 100], 57]]","[[[9, 35], 9], [[35, 50], 35], [[50, 57], 50], [[57, 100], 57]]",[],[],[]
artificial_language_g0_123,"[1, 2, 3, 4, 5, 6]",[7],"[31, 54, 71]","[[[7, 100], 7]]","[[[7, 100], 7]]",[],[],[]
artificial_language_g0_124,"[1, 2, 3, 4]",[5],[33],"[[[5, 100], 5]]","[[[5, 100], 5]]",[],[],"[[5, [5, 6], '(1 * 5)']]"
artificial_language_g0_125,"[1, 2]","[3, 35, 95]","[4, 53]","[[[3, 35], 3], [[35, 95], 35], [[95, 100], 95]]","[[[3, 35], 3], [[35, 95], 35], [[95, 100], 95]]",[],[],"[[3, [3, 35], '(1 * 3)'], [35, [35, 95], '(1 * 35)'], [95, [95, 96], '(1 * 95)']]"
artificial_language_g0_126,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 30, 34]","[43, 89, 94]","[[[18, 30], 18], [[30, 34], 30], [[34, 100], 34]]","[[[18, 30], 18], [[30, 34], 30], [[34, 100], 34]]",[],[],[]
artificial_language_g0_127,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",[19],"[29, 62]","[[[19, 100], 19]]","[[[19, 100], 19]]",[],[],[]
artificial_language_g0_128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 25, 75, 89, 98]","[28, 41, 42, 64]","[[[19, 25], 19], [[25, 75], 25], [[75, 89], 75], [[89, 98], 89], [[98, 100], 98]]","[[[19, 25], 19], [[25, 75], 25], [[75, 89], 75], [[89, 98], 89], [[98, 100], 98]]",[],[],[]
artificial_language_g0_129,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 20, 38, 80]","[16, 20, 73, 75, 93]","[[[10, 20], 10], [[20, 38], 20], [[38, 80], 38], [[80, 100], 80]]","[[[10, 20], 2], [[20, 38], 20], [[38, 80], 38], [[80, 100], 80]]","[[[10, 20], 9]]",[],[]
artificial_language_g0_130,"[1, 2, 3, 4, 5, 6, 7]","[8, 24, 34]",[13],"[[[8, 24], 8], [[24, 34], 24], [[34, 100], 34]]","[[[8, 24], 8], [[24, 34], 24], [[34, 100], 34]]",[],[],[]
artificial_language_g0_131,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 26, 42, 48, 78]","[34, 54]","[[[13, 26], 13], [[26, 42], 26], [[42, 48], 42], [[48, 78], 48], [[78, 100], 78]]","[[[13, 26], 11], [[26, 42], 26], [[42, 48], 42], [[48, 78], 48], [[78, 100], 78]]","[[[13, 26], 3]]",[],[]
artificial_language_g0_132,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24, 94]","[33, 59, 67]","[[[12, 24], 12], [[24, 94], 24], [[94, 100], 94]]","[[[12, 24], 8], [[24, 94], 24], [[94, 100], 94]]","[[[12, 24], 5]]",[],[]
artificial_language_g0_133,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36, 57, 59, 94]",[],"[[[18, 36], 18], [[36, 57], 36], [[57, 59], 57], [[59, 94], 59], [[94, 100], 94]]","[[[18, 36], 2], [[36, 57], 36], [[57, 59], 57], [[59, 94], 59], [[94, 100], 94]]","[[[18, 36], 17]]",[],"[[18, [18, 36], '(1 * 18)'], [36, [36, 57], '(1 * 36)'], [57, [57, 59], '(1 * 57)'], [59, [59, 94], '(1 * 59)'], [94, [94, 95], '(1 * 94)']]"
artificial_language_g0_134,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18, 21]","[44, 46]","[[[9, 18], 9], [[18, 21], 18], [[21, 100], 21]]","[[[9, 18], 3], [[18, 21], 18], [[21, 100], 21]]","[[[9, 18], 7]]",[],[]
artificial_language_g0_135,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[12],"[14, 27, 45, 51, 63]","[[[12, 100], 12]]","[[[12, 100], 12]]",[],[],"[[12, [12, 13], '(1 * 12)']]"
artificial_language_g0_136,"[1, 2, 3, 4, 5, 6]",[7],"[21, 42]","[[[7, 100], 7]]","[[[7, 100], 7]]",[],[],[]
artificial_language_g0_137,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 24]","[52, 63, 65, 69, 83]","[[[19, 24], 19], [[24, 100], 24]]","[[[19, 24], 19], [[24, 100], 24]]",[],[],[]
artificial_language_g0_138,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 23]","[20, 28, 48, 49, 57]","[[[18, 23], 18], [[23, 100], 23]]","[[[18, 23], 18], [[23, 100], 23]]",[],[],[]
artificial_language_g0_139,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",[17],[34],"[[[17, 100], 17]]","[[[17, 100], 17]]",[],[],[]
artificial_language_g0_140,"[1, 2, 3, 4, 5]","[6, 73]",[76],"[[[6, 73], 6], [[73, 100], 73]]","[[[6, 73], 6], [[73, 100], 73]]",[],[],"[[6, [6, 73], '(1 * 6)'], [73, [73, 74], '(1 * 73)']]"
artificial_language_g0_141,"[1, 2, 3, 4, 5, 6]","[7, 9, 30, 77, 96]","[17, 28, 46, 65]","[[[7, 9], 7], [[9, 30], 9], [[30, 77], 30], [[77, 96], 77], [[96, 100], 96]]","[[[7, 9], 7], [[9, 30], 9], [[30, 77], 30], [[77, 96], 77], [[96, 100], 96]]",[],[],[]
artificial_language_g0_142,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 38]","[36, 57, 87]","[[[19, 38], 19], [[38, 100], 38]]","[[[19, 38], 16], [[38, 100], 38]]","[[[19, 38], 4]]",[],[]
artificial_language_g0_143,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 25, 43, 55]","[34, 71, 92]","[[[13, 25], 13], [[25, 43], 25], [[43, 55], 43], [[55, 100], 55]]","[[[13, 25], 13], [[25, 43], 25], [[43, 55], 43], [[55, 100], 55]]",[],[],[]
artificial_language_g0_144,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 58]","[38, 54, 55]","[[[9, 58], 9], [[58, 100], 58]]","[[[9, 58], 9], [[58, 100], 58]]",[],[],[]
artificial_language_g0_145,"[1, 2, 3]",[4],[92],"[[[4, 100], 4]]","[[[4, 100], 4]]",[],[],[]
artificial_language_g0_146,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 50, 59, 69, 72]","[35, 38, 43, 77]","[[[18, 50], 18], [[50, 59], 50], [[59, 69], 59], [[69, 72], 69], [[72, 100], 72]]","[[[18, 50], 18], [[50, 59], 50], [[59, 69], 59], [[69, 72], 69], [[72, 100], 72]]",[],[],"[[18, [18, 50], '(1 * 18)'], [50, [50, 59], '(1 * 50)'], [59, [59, 69], '(1 * 59)'], [69, [69, 72], '(1 * 69)'], [72, [72, 73], '(1 * 72)']]"
artificial_language_g0_147,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 52, 76, 78]","[25, 54, 75, 88]","[[[14, 28], 14], [[28, 52], 28], [[52, 76], 52], [[76, 78], 76], [[78, 100], 78]]","[[[14, 28], 5], [[28, 52], 28], [[52, 76], 52], [[76, 78], 76], [[78, 100], 78]]","[[[14, 28], 10]]",[],"[[14, [14, 28], '(1 * 14)'], [28, [28, 52], '(1 * 28)'], [52, [52, 76], '(1 * 52)'], [76, [76, 78], '(1 * 76)'], [78, [78, 79], '(1 * 78)']]"
artificial_language_g0_148,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 18, 80]","[21, 39, 61, 77, 92]","[[[13, 18], 13], [[18, 80], 18], [[80, 100], 80]]","[[[13, 18], 13], [[18, 80], 18], [[80, 100], 80]]",[],[],"[[13, [13, 18], '(1 * 13)'], [18, [18, 80], '(1 * 18)'], [80, [80, 81], '(1 * 80)']]"
artificial_language_g0_149,"[1, 2, 3, 4]","[5, 41, 60, 93]","[35, 36, 58, 79, 84]","[[[5, 41], 5], [[41, 60], 41], [[60, 93], 60], [[93, 100], 93]]","[[[5, 41], 5], [[41, 60], 41], [[60, 93], 60], [[93, 100], 93]]",[],[],"[[5, [5, 41], '(1 * 5)'], [41, [41, 60], '(1 * 41)'], [60, [60, 93], '(1 * 60)'], [93, [93, 94], '(1 * 93)']]"
artificial_language_g0_150,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 79]","[28, 59, 75, 92]","[[[19, 79], 19], [[79, 100], 79]]","[[[19, 79], 19], [[79, 100], 79]]",[],[],[]
artificial_language_g0_151,"[1, 2, 3]","[4, 64, 76, 86]",[74],"[[[4, 64], 4], [[64, 76], 64], [[76, 86], 76], [[86, 100], 86]]","[[[4, 64], 4], [[64, 76], 64], [[76, 86], 76], [[86, 100], 86]]",[],[],"[[4, [4, 64], '(1 * 4)'], [64, [64, 76], '(1 * 64)'], [76, [76, 86], '(1 * 76)'], [86, [86, 87], '(1 * 86)']]"
artificial_language_g0_152,"[1, 2, 3, 4, 5]","[6, 85]","[16, 22, 36, 83, 86]","[[[6, 85], 6], [[85, 100], 85]]","[[[6, 85], 6], [[85, 100], 85]]",[],[],[]
artificial_language_g0_153,"[1, 2, 3, 4, 5, 6]","[7, 37, 46, 48, 78]","[62, 96]","[[[7, 37], 7], [[37, 46], 37], [[46, 48], 46], [[48, 78], 48], [[78, 100], 78]]","[[[7, 37], 7], [[37, 46], 37], [[46, 48], 46], [[48, 78], 48], [[78, 100], 78]]",[],[],"[[7, [7, 37], '(1 * 7)'], [37, [37, 46], '(1 * 37)'], [46, [46, 48], '(1 * 46)'], [48, [48, 78], '(1 * 48)'], [78, [78, 79], '(1 * 78)']]"
artificial_language_g0_154,"[1, 2, 3, 4, 5]","[6, 11, 38, 68, 77]","[56, 71, 92]","[[[6, 11], 6], [[11, 38], 11], [[38, 68], 38], [[68, 77], 68], [[77, 100], 77]]","[[[6, 11], 6], [[11, 38], 11], [[38, 68], 38], [[68, 77], 68], [[77, 100], 77]]",[],[],[]
artificial_language_g0_155,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 30, 41, 88, 91]","[29, 31, 35]","[[[12, 30], 12], [[30, 41], 30], [[41, 88], 41], [[88, 91], 88], [[91, 100], 91]]","[[[12, 30], 12], [[30, 41], 30], [[41, 88], 41], [[88, 91], 88], [[91, 100], 91]]",[],[],[]
artificial_language_g0_156,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 38, 39, 90]","[23, 30, 41, 43, 83]","[[[14, 28], 14], [[28, 38], 28], [[38, 39], 38], [[39, 90], 39], [[90, 100], 90]]","[[[14, 28], 6], [[28, 38], 28], [[38, 39], 38], [[39, 90], 39], [[90, 100], 90]]","[[[14, 28], 9]]",[],[]
artificial_language_g0_157,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 39, 51, 66]","[24, 88]","[[[9, 39], 9], [[39, 51], 39], [[51, 66], 51], [[66, 100], 66]]","[[[9, 39], 9], [[39, 51], 39], [[51, 66], 51], [[66, 100], 66]]",[],[],[]
artificial_language_g0_158,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 11, 50, 51]","[29, 54, 93]","[[[10, 11], 10], [[11, 50], 11], [[50, 51], 50], [[51, 100], 51]]","[[[10, 11], 10], [[11, 50], 11], [[50, 51], 50], [[51, 100], 51]]",[],[],[]
artificial_language_g0_159,"[1, 2, 3, 4, 5, 6]","[7, 63]","[67, 80]","[[[7, 63], 7], [[63, 100], 63]]","[[[7, 63], 7], [[63, 100], 63]]",[],[],[]
artificial_language_g0_160,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 25, 77, 89]","[37, 42, 51, 52, 68]","[[[20, 25], 20], [[25, 77], 25], [[77, 89], 77], [[89, 100], 89]]","[[[20, 25], 20], [[25, 77], 25], [[77, 89], 77], [[89, 100], 89]]",[],[],[]
artificial_language_g0_161,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 25, 96, 98]",[50],"[[[20, 25], 20], [[25, 96], 25], [[96, 98], 96], [[98, 100], 98]]","[[[20, 25], 20], [[25, 96], 25], [[96, 98], 96], [[98, 100], 98]]",[],[],"[[20, [20, 25], '(1 * 20)'], [25, [25, 96], '(1 * 25)'], [96, [96, 98], '(1 * 96)'], [98, [98, 99], '(1 * 98)']]"
artificial_language_g0_162,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 44, 53]","[41, 47, 67]","[[[20, 44], 20], [[44, 53], 44], [[53, 100], 53]]","[[[20, 44], 20], [[44, 53], 44], [[53, 100], 53]]",[],[],"[[20, [20, 44], '(1 * 20)'], [44, [44, 53], '(1 * 44)'], [53, [53, 54], '(1 * 53)']]"
artificial_language_g0_163,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36, 47, 68]","[29, 31, 41]","[[[18, 36], 18], [[36, 47], 36], [[47, 68], 47], [[68, 100], 68]]","[[[18, 36], 17], [[36, 47], 36], [[47, 68], 47], [[68, 100], 68]]","[[[18, 36], 2]]",[],"[[18, [18, 36], '(1 * 18)'], [36, [36, 47], '(1 * 36)'], [47, [47, 68], '(1 * 47)'], [68, [68, 69], '(1 * 68)']]"
artificial_language_g0_164,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 33, 46, 65]","[10, 19, 73, 76]","[[[8, 16], 8], [[16, 33], 16], [[33, 46], 33], [[46, 65], 46], [[65, 100], 65]]","[[[8, 16], 7], [[16, 33], 16], [[33, 46], 33], [[46, 65], 46], [[65, 100], 65]]","[[[8, 16], 2]]",[],"[[8, [8, 16], '(1 * 8)'], [16, [16, 33], '(1 * 16)'], [33, [33, 46], '(1 * 33)'], [46, [46, 65], '(1 * 46)'], [65, [65, 66], '(1 * 65)']]"
artificial_language_g0_165,"[1, 2]","[3, 6]","[10, 84, 90]","[[[3, 6], 3], [[6, 100], 6]]","[[[3, 6], 1], [[6, 100], 6]]","[[[3, 6], 3]]",[],[]
