language,digits,bases,monomorphemics,curr_bases,number_addition_max,number_subtraction_max,phrase_subtraction,exceptions
artificial_language_g0_84,"[1, 2, 3]","[4, 20, 57]","[8, 14, 19]","[[[4, 20], 4], [[20, 57], 20], [[57, 100], 57]]","[[[4, 20], 4], [[20, 57], 20], [[57, 100], 57]]",[],[],"[[4, [4, 20], '(1 * 4)'], [20, [20, 57], '(1 * 20)'], [57, [57, 58], '(1 * 57)']]"
artificial_language_g0_85,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 20, 39, 60, 69]","[23, 78]","[[[10, 20], 10], [[20, 39], 20], [[39, 60], 39], [[60, 69], 60], [[69, 100], 69]]","[[[10, 20], 9], [[20, 39], 20], [[39, 60], 39], [[60, 69], 60], [[69, 100], 69]]","[[[10, 20], 2]]",[],"[[10, [10, 20], '(1 * 10)'], [20, [20, 39], '(1 * 20)'], [39, [39, 60], '(1 * 39)'], [60, [60, 69], '(1 * 60)'], [69, [69, 70], '(1 * 69)']]"
artificial_language_g0_86,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 40, 57, 85, 95]","[48, 56, 67]","[[[20, 40], 20], [[40, 57], 40], [[57, 85], 57], [[85, 95], 85], [[95, 100], 95]]","[[[20, 40], 3], [[40, 57], 40], [[57, 85], 57], [[85, 95], 85], [[95, 100], 95]]","[[[20, 40], 18]]",[],[]
artificial_language_g0_87,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 40, 75]",[],"[[[20, 40], 20], [[40, 75], 40], [[75, 100], 75]]","[[[20, 40], 10], [[40, 75], 40], [[75, 100], 75]]","[[[20, 40], 11]]",[],[]
artificial_language_g0_88,[1],"[2, 4, 33, 50, 52]","[3, 44, 83, 92]","[[[2, 4], 2], [[4, 33], 4], [[33, 50], 33], [[50, 52], 50], [[52, 100], 52]]","[[[2, 4], 1], [[4, 33], 4], [[33, 50], 33], [[50, 52], 50], [[52, 100], 52]]","[[[2, 4], 2]]",[],[]
artificial_language_g0_89,"[1, 2, 3, 4, 5, 6, 7, 8]",[9],"[51, 59, 75]","[[[9, 100], 9]]","[[[9, 100], 9]]",[],[],"[[9, [9, 10], '(1 * 9)']]"
artificial_language_g0_90,"[1, 2, 3, 4, 5, 6]","[7, 49, 60, 85, 99]",[78],"[[[7, 49], 7], [[49, 60], 49], [[60, 85], 60], [[85, 99], 85], [[99, 100], 99]]","[[[7, 49], 7], [[49, 60], 49], [[60, 85], 60], [[85, 99], 85], [[99, 100], 99]]",[],[],[]
artificial_language_g0_91,"[1, 2, 3, 4, 5, 6, 7]","[8, 61, 94, 99]","[13, 36, 42, 75]","[[[8, 61], 8], [[61, 94], 61], [[94, 99], 94], [[99, 100], 99]]","[[[8, 61], 8], [[61, 94], 61], [[94, 99], 94], [[99, 100], 99]]",[],[],[]
artificial_language_g0_92,"[1, 2, 3]","[4, 8, 33, 42, 70]","[14, 38, 52, 61, 91]","[[[4, 8], 4], [[8, 33], 8], [[33, 42], 33], [[42, 70], 42], [[70, 100], 70]]","[[[4, 8], 3], [[8, 33], 8], [[33, 42], 33], [[42, 70], 42], [[70, 100], 70]]","[[[4, 8], 2]]",[],"[[4, [4, 8], '(1 * 4)'], [8, [8, 33], '(1 * 8)'], [33, [33, 42], '(1 * 33)'], [42, [42, 70], '(1 * 42)'], [70, [70, 71], '(1 * 70)']]"
artificial_language_g0_93,"[1, 2, 3, 4, 5, 6]","[7, 10, 68, 94]",[],"[[[7, 10], 7], [[10, 68], 10], [[68, 94], 68], [[94, 100], 94]]","[[[7, 10], 7], [[10, 68], 10], [[68, 94], 68], [[94, 100], 94]]",[],[],"[[7, [7, 10], '(1 * 7)'], [10, [10, 68], '(1 * 10)'], [68, [68, 94], '(1 * 68)'], [94, [94, 95], '(1 * 94)']]"
artificial_language_g0_94,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 14]",[25],"[[[12, 14], 12], [[14, 100], 14]]","[[[12, 14], 12], [[14, 100], 14]]",[],[],[]
artificial_language_g0_95,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 12, 85, 87]",[95],"[[[9, 12], 9], [[12, 85], 12], [[85, 87], 85], [[87, 100], 87]]","[[[9, 12], 9], [[12, 85], 12], [[85, 87], 85], [[87, 100], 87]]",[],[],[]
artificial_language_g0_96,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 97]","[51, 65, 81, 91]","[[[21, 97], 21], [[97, 100], 97]]","[[[21, 97], 21], [[97, 100], 97]]",[],[],[]
artificial_language_g0_97,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 24, 84, 96]","[56, 57, 79]","[[[19, 24], 19], [[24, 84], 24], [[84, 96], 84], [[96, 100], 96]]","[[[19, 24], 19], [[24, 84], 24], [[84, 96], 84], [[96, 100], 96]]",[],[],[]
artificial_language_g0_98,"[1, 2]",[3],[22],"[[[3, 100], 3]]","[[[3, 100], 3]]",[],[],[]
artificial_language_g0_99,"[1, 2]","[3, 41, 58]","[68, 82]","[[[3, 41], 3], [[41, 58], 41], [[58, 100], 58]]","[[[3, 41], 3], [[41, 58], 41], [[58, 100], 58]]",[],[],[]
artificial_language_g0_100,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 13, 20, 32, 53]","[33, 34, 42, 52, 84]","[[[10, 13], 10], [[13, 20], 13], [[20, 32], 20], [[32, 53], 32], [[53, 100], 53]]","[[[10, 13], 10], [[13, 20], 13], [[20, 32], 20], [[32, 53], 32], [[53, 100], 53]]",[],[],"[[10, [10, 13], '(1 * 10)'], [13, [13, 20], '(1 * 13)'], [20, [20, 32], '(1 * 20)'], [32, [32, 53], '(1 * 32)'], [53, [53, 54], '(1 * 53)']]"
artificial_language_g0_101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 45, 66, 73, 96]",[44],"[[[19, 45], 19], [[45, 66], 45], [[66, 73], 66], [[73, 96], 73], [[96, 100], 96]]","[[[19, 45], 19], [[45, 66], 45], [[66, 73], 66], [[73, 96], 73], [[96, 100], 96]]",[],[],[]
artificial_language_g0_102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36]","[24, 35, 52, 68, 92]","[[[18, 36], 18], [[36, 100], 36]]","[[[18, 36], 17], [[36, 100], 36]]","[[[18, 36], 2]]",[],[]
artificial_language_g0_103,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36, 96]","[27, 33, 54, 79, 97]","[[[18, 36], 18], [[36, 96], 36], [[96, 100], 96]]","[[[18, 36], 8], [[36, 96], 36], [[96, 100], 96]]","[[[18, 36], 11]]",[],[]
artificial_language_g0_104,"[1, 2, 3, 4, 5, 6, 7]","[8, 16]","[18, 49, 61, 73, 86]","[[[8, 16], 8], [[16, 100], 16]]","[[[8, 16], 1], [[16, 100], 16]]","[[[8, 16], 8]]",[],[]
artificial_language_g0_105,"[1, 2, 3, 4, 5]","[6, 10, 33, 82]","[12, 15, 49, 51, 70]","[[[6, 10], 6], [[10, 33], 10], [[33, 82], 33], [[82, 100], 82]]","[[[6, 10], 6], [[10, 33], 10], [[33, 82], 33], [[82, 100], 82]]",[],[],[]
artificial_language_g0_106,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 34, 68, 84, 86]","[62, 77, 85, 95]","[[[9, 34], 9], [[34, 68], 34], [[68, 84], 68], [[84, 86], 84], [[86, 100], 86]]","[[[9, 34], 9], [[34, 68], 34], [[68, 84], 68], [[84, 86], 84], [[86, 100], 86]]",[],[],[]
artificial_language_g0_107,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 42, 73, 74]","[86, 98]","[[[19, 42], 19], [[42, 73], 42], [[73, 74], 73], [[74, 100], 74]]","[[[19, 42], 19], [[42, 73], 42], [[73, 74], 73], [[74, 100], 74]]",[],[],"[[19, [19, 42], '(1 * 19)'], [42, [42, 73], '(1 * 42)'], [73, [73, 74], '(1 * 73)'], [74, [74, 75], '(1 * 74)']]"
artificial_language_g0_108,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",[20],"[43, 70, 71]","[[[20, 100], 20]]","[[[20, 100], 20]]",[],[],[]
artificial_language_g0_109,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 79]","[84, 89, 90, 97]","[[[18, 79], 18], [[79, 100], 79]]","[[[18, 79], 18], [[79, 100], 79]]",[],[],[]
artificial_language_g0_110,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22]",[],"[[[11, 22], 11], [[22, 100], 22]]","[[[11, 22], 1], [[22, 100], 22]]","[[[11, 22], 11]]",[],[]
artificial_language_g0_111,"[1, 2, 3]","[4, 45, 53, 65, 80]","[15, 64, 72, 94]","[[[4, 45], 4], [[45, 53], 45], [[53, 65], 53], [[65, 80], 65], [[80, 100], 80]]","[[[4, 45], 4], [[45, 53], 45], [[53, 65], 53], [[65, 80], 65], [[80, 100], 80]]",[],[],[]
artificial_language_g0_112,"[1, 2, 3, 4, 5, 6]","[7, 28, 38, 92]",[53],"[[[7, 28], 7], [[28, 38], 28], [[38, 92], 38], [[92, 100], 92]]","[[[7, 28], 7], [[28, 38], 28], [[38, 92], 38], [[92, 100], 92]]",[],[],[]
artificial_language_g0_113,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 59]","[15, 36, 66, 72, 78]","[[[13, 59], 13], [[59, 100], 59]]","[[[13, 59], 13], [[59, 100], 59]]",[],[],[]
artificial_language_g0_114,"[1, 2, 3, 4, 5, 6, 7]","[8, 14, 72, 82, 83]","[17, 36]","[[[8, 14], 8], [[14, 72], 14], [[72, 82], 72], [[82, 83], 82], [[83, 100], 83]]","[[[8, 14], 8], [[14, 72], 14], [[72, 82], 72], [[82, 83], 82], [[83, 100], 83]]",[],[],[]
artificial_language_g0_115,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",[21],"[23, 43, 48, 92, 94]","[[[21, 100], 21]]","[[[21, 100], 21]]",[],[],[]
artificial_language_g0_116,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30, 60, 77]","[40, 46, 49]","[[[15, 30], 15], [[30, 60], 30], [[60, 77], 60], [[77, 100], 77]]","[[[15, 30], 4], [[30, 60], 30], [[60, 77], 60], [[77, 100], 77]]","[[[15, 30], 12]]",[],[]
artificial_language_g0_117,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 91]","[25, 31]","[[[14, 91], 14], [[91, 100], 91]]","[[[14, 91], 14], [[91, 100], 91]]",[],[],[]
artificial_language_g0_118,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",[14],"[18, 53, 79, 86, 94]","[[[14, 100], 14]]","[[[14, 100], 14]]",[],[],[]
artificial_language_g0_119,"[1, 2, 3]","[4, 5, 16, 42]",[],"[[[4, 5], 4], [[5, 16], 5], [[16, 42], 16], [[42, 100], 42]]","[[[4, 5], 4], [[5, 16], 5], [[16, 42], 16], [[42, 100], 42]]",[],[],[]
artificial_language_g0_120,"[1, 2, 3, 4, 5]","[6, 12, 27, 63, 85]","[7, 23, 26, 88]","[[[6, 12], 6], [[12, 27], 12], [[27, 63], 27], [[63, 85], 63], [[85, 100], 85]]","[[[6, 12], 4], [[12, 27], 12], [[27, 63], 27], [[63, 85], 63], [[85, 100], 85]]","[[[6, 12], 3]]",[],"[[6, [6, 12], '(1 * 6)'], [12, [12, 27], '(1 * 12)'], [27, [27, 63], '(1 * 27)'], [63, [63, 85], '(1 * 63)'], [85, [85, 86], '(1 * 85)']]"
artificial_language_g0_121,"[1, 2, 3, 4, 5]","[6, 12, 31, 65, 76]",[24],"[[[6, 12], 6], [[12, 31], 12], [[31, 65], 31], [[65, 76], 65], [[76, 100], 76]]","[[[6, 12], 4], [[12, 31], 12], [[31, 65], 31], [[65, 76], 65], [[76, 100], 76]]","[[[6, 12], 3]]",[],[]
artificial_language_g0_122,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36, 85, 91]","[23, 55, 81, 82]","[[[18, 36], 18], [[36, 85], 36], [[85, 91], 85], [[91, 100], 91]]","[[[18, 36], 11], [[36, 85], 36], [[85, 91], 85], [[91, 100], 91]]","[[[18, 36], 8]]",[],[]
artificial_language_g0_123,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 34, 69]","[21, 53, 62]","[[[17, 34], 17], [[34, 69], 34], [[69, 100], 69]]","[[[17, 34], 1], [[34, 69], 34], [[69, 100], 69]]","[[[17, 34], 17]]",[],[]
artificial_language_g0_124,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 31, 51]","[40, 45, 48, 69, 94]","[[[19, 31], 19], [[31, 51], 31], [[51, 100], 51]]","[[[19, 31], 19], [[31, 51], 31], [[51, 100], 51]]",[],[],[]
artificial_language_g0_125,[1],"[2, 22, 76]","[37, 42, 45, 48]","[[[2, 22], 2], [[22, 76], 22], [[76, 100], 76]]","[[[2, 22], 2], [[22, 76], 22], [[76, 100], 76]]",[],[],[]
artificial_language_g0_126,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32, 77]","[33, 34, 54, 58, 72]","[[[16, 32], 16], [[32, 77], 32], [[77, 100], 77]]","[[[16, 32], 4], [[32, 77], 32], [[77, 100], 77]]","[[[16, 32], 13]]",[],"[[16, [16, 32], '(1 * 16)'], [32, [32, 77], '(1 * 32)'], [77, [77, 78], '(1 * 77)']]"
artificial_language_g0_127,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",[10],[30],"[[[10, 100], 10]]","[[[10, 100], 10]]",[],[],[]
artificial_language_g0_128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 34, 80]","[24, 92]","[[[17, 34], 17], [[34, 80], 34], [[80, 100], 80]]","[[[17, 34], 15], [[34, 80], 34], [[80, 100], 80]]","[[[17, 34], 3]]",[],[]
artificial_language_g0_129,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 35, 44, 83]","[24, 32, 79, 88]","[[[21, 35], 21], [[35, 44], 35], [[44, 83], 44], [[83, 100], 83]]","[[[21, 35], 21], [[35, 44], 35], [[44, 83], 44], [[83, 100], 83]]",[],[],[]
artificial_language_g0_130,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 20, 42, 47]",[85],"[[[10, 20], 10], [[20, 42], 20], [[42, 47], 42], [[47, 100], 47]]","[[[10, 20], 1], [[20, 42], 20], [[42, 47], 42], [[47, 100], 47]]","[[[10, 20], 10]]",[],[]
artificial_language_g0_131,"[1, 2, 3, 4, 5]","[6, 51, 56, 71]",[],"[[[6, 51], 6], [[51, 56], 51], [[56, 71], 56], [[71, 100], 71]]","[[[6, 51], 6], [[51, 56], 51], [[56, 71], 56], [[71, 100], 71]]",[],[],"[[6, [6, 51], '(1 * 6)'], [51, [51, 56], '(1 * 51)'], [56, [56, 71], '(1 * 56)'], [71, [71, 72], '(1 * 71)']]"
artificial_language_g0_132,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[11],[30],"[[[11, 100], 11]]","[[[11, 100], 11]]",[],[],"[[11, [11, 12], '(1 * 11)']]"
artificial_language_g0_133,"[1, 2]","[3, 6]","[15, 49, 84, 89]","[[[3, 6], 3], [[6, 100], 6]]","[[[3, 6], 1], [[6, 100], 6]]","[[[3, 6], 3]]",[],"[[3, [3, 6], '(1 * 3)'], [6, [6, 7], '(1 * 6)']]"
artificial_language_g0_134,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 55]","[67, 73]","[[[20, 55], 20], [[55, 100], 55]]","[[[20, 55], 20], [[55, 100], 55]]",[],[],"[[20, [20, 55], '(1 * 20)'], [55, [55, 56], '(1 * 55)']]"
artificial_language_g0_135,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 40, 48]","[22, 61]","[[[20, 40], 20], [[40, 48], 40], [[48, 100], 48]]","[[[20, 40], 16], [[40, 48], 40], [[48, 100], 48]]","[[[20, 40], 5]]",[],[]
artificial_language_g0_136,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22, 59, 63]","[32, 37, 97]","[[[11, 22], 11], [[22, 59], 22], [[59, 63], 59], [[63, 100], 63]]","[[[11, 22], 6], [[22, 59], 22], [[59, 63], 59], [[63, 100], 63]]","[[[11, 22], 6]]",[],[]
artificial_language_g0_137,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 68, 94]","[29, 33, 39, 59, 97]","[[[12, 68], 12], [[68, 94], 68], [[94, 100], 94]]","[[[12, 68], 12], [[68, 94], 68], [[94, 100], 94]]",[],[],[]
artificial_language_g0_138,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 25, 42]","[28, 39, 48, 54, 58]","[[[8, 16], 8], [[16, 25], 16], [[25, 42], 25], [[42, 100], 42]]","[[[8, 16], 4], [[16, 25], 16], [[25, 42], 25], [[42, 100], 42]]","[[[8, 16], 5]]",[],[]
artificial_language_g0_139,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 48, 70]","[28, 31, 35, 40, 80]","[[[14, 28], 14], [[28, 48], 28], [[48, 70], 48], [[70, 100], 70]]","[[[14, 28], 2], [[28, 48], 28], [[48, 70], 48], [[70, 100], 70]]","[[[14, 28], 13]]",[],[]
artificial_language_g0_140,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24, 61]",[],"[[[12, 24], 12], [[24, 61], 24], [[61, 100], 61]]","[[[12, 24], 4], [[24, 61], 24], [[61, 100], 61]]","[[[12, 24], 9]]",[],[]
artificial_language_g0_141,"[1, 2, 3, 4]","[5, 10, 11, 60, 69]",[],"[[[5, 10], 5], [[10, 11], 10], [[11, 60], 11], [[60, 69], 60], [[69, 100], 69]]","[[[5, 10], 4], [[10, 11], 10], [[11, 60], 11], [[60, 69], 60], [[69, 100], 69]]","[[[5, 10], 2]]",[],"[[5, [5, 10], '(1 * 5)'], [10, [10, 11], '(1 * 10)'], [11, [11, 60], '(1 * 11)'], [60, [60, 69], '(1 * 60)'], [69, [69, 70], '(1 * 69)']]"
artificial_language_g0_142,"[1, 2, 3, 4, 5]","[6, 69, 82, 94]","[48, 55, 88, 95]","[[[6, 69], 6], [[69, 82], 69], [[82, 94], 82], [[94, 100], 94]]","[[[6, 69], 6], [[69, 82], 69], [[82, 94], 82], [[94, 100], 94]]",[],[],[]
artificial_language_g0_143,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 41, 49, 73, 88]","[71, 84]","[[[19, 41], 19], [[41, 49], 41], [[49, 73], 49], [[73, 88], 73], [[88, 100], 88]]","[[[19, 41], 19], [[41, 49], 41], [[49, 73], 49], [[73, 88], 73], [[88, 100], 88]]",[],[],[]
artificial_language_g0_144,"[1, 2]","[3, 6, 58]",[54],"[[[3, 6], 3], [[6, 58], 6], [[58, 100], 58]]","[[[3, 6], 1], [[6, 58], 6], [[58, 100], 58]]","[[[3, 6], 3]]",[],[]
artificial_language_g0_145,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 38, 63, 71]","[40, 49, 83, 94, 99]","[[[19, 38], 19], [[38, 63], 38], [[63, 71], 63], [[71, 100], 71]]","[[[19, 38], 5], [[38, 63], 38], [[63, 71], 63], [[71, 100], 71]]","[[[19, 38], 15]]",[],[]
artificial_language_g0_146,"[1, 2, 3, 4, 5]","[6, 12, 73, 91]","[15, 30]","[[[6, 12], 6], [[12, 73], 12], [[73, 91], 73], [[91, 100], 91]]","[[[6, 12], 3], [[12, 73], 12], [[73, 91], 73], [[91, 100], 91]]","[[[6, 12], 4]]",[],"[[6, [6, 12], '(1 * 6)'], [12, [12, 73], '(1 * 12)'], [73, [73, 91], '(1 * 73)'], [91, [91, 92], '(1 * 91)']]"
artificial_language_g0_147,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18, 59]","[35, 58]","[[[9, 18], 9], [[18, 59], 18], [[59, 100], 59]]","[[[9, 18], 8], [[18, 59], 18], [[59, 100], 59]]","[[[9, 18], 2]]",[],"[[9, [9, 18], '(1 * 9)'], [18, [18, 59], '(1 * 18)'], [59, [59, 60], '(1 * 59)']]"
artificial_language_g0_148,"[1, 2]","[3, 80]","[49, 58, 88, 98]","[[[3, 80], 3], [[80, 100], 80]]","[[[3, 80], 3], [[80, 100], 80]]",[],[],[]
artificial_language_g0_149,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18, 32, 49, 65]",[],"[[[9, 18], 9], [[18, 32], 18], [[32, 49], 32], [[49, 65], 49], [[65, 100], 65]]","[[[9, 18], 3], [[18, 32], 18], [[32, 49], 32], [[49, 65], 49], [[65, 100], 65]]","[[[9, 18], 7]]",[],"[[9, [9, 18], '(1 * 9)'], [18, [18, 32], '(1 * 18)'], [32, [32, 49], '(1 * 32)'], [49, [49, 65], '(1 * 49)'], [65, [65, 66], '(1 * 65)']]"
artificial_language_g0_150,[1],[2],"[3, 4, 40, 55, 71]","[[[2, 100], 2]]","[[[2, 100], 2]]",[],[],[]
artificial_language_g0_151,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 84]","[43, 46, 81, 82]","[[[17, 84], 17], [[84, 100], 84]]","[[[17, 84], 17], [[84, 100], 84]]",[],[],[]
artificial_language_g0_152,"[1, 2, 3, 4]","[5, 10, 26, 35, 80]","[87, 92]","[[[5, 10], 5], [[10, 26], 10], [[26, 35], 26], [[35, 80], 35], [[80, 100], 80]]","[[[5, 10], 3], [[10, 26], 10], [[26, 35], 26], [[35, 80], 35], [[80, 100], 80]]","[[[5, 10], 3]]",[],[]
artificial_language_g0_153,"[1, 2, 3]","[4, 85, 90]","[16, 34, 65]","[[[4, 85], 4], [[85, 90], 85], [[90, 100], 90]]","[[[4, 85], 4], [[85, 90], 85], [[90, 100], 90]]",[],[],"[[4, [4, 85], '(1 * 4)'], [85, [85, 90], '(1 * 85)'], [90, [90, 91], '(1 * 90)']]"
artificial_language_g0_154,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 40, 47, 69, 89]","[16, 39, 52, 62]","[[[9, 40], 9], [[40, 47], 40], [[47, 69], 47], [[69, 89], 69], [[89, 100], 89]]","[[[9, 40], 9], [[40, 47], 40], [[47, 69], 47], [[69, 89], 69], [[89, 100], 89]]",[],[],[]
artificial_language_g0_155,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 86]","[31, 42, 68, 72]","[[[20, 86], 20], [[86, 100], 86]]","[[[20, 86], 20], [[86, 100], 86]]",[],[],"[[20, [20, 86], '(1 * 20)'], [86, [86, 87], '(1 * 86)']]"
artificial_language_g0_156,"[1, 2, 3, 4, 5, 6, 7]",[8],[17],"[[[8, 100], 8]]","[[[8, 100], 8]]",[],[],"[[8, [8, 9], '(1 * 8)']]"
artificial_language_g0_157,"[1, 2]",[3],"[24, 89]","[[[3, 100], 3]]","[[[3, 100], 3]]",[],[],"[[3, [3, 4], '(1 * 3)']]"
artificial_language_g0_158,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 38]","[20, 28, 53, 57, 65]","[[[12, 38], 12], [[38, 100], 38]]","[[[12, 38], 12], [[38, 100], 38]]",[],[],[]
artificial_language_g0_159,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30, 36, 66, 96]",[54],"[[[15, 30], 15], [[30, 36], 30], [[36, 66], 36], [[66, 96], 66], [[96, 100], 96]]","[[[15, 30], 13], [[30, 36], 30], [[36, 66], 36], [[66, 96], 66], [[96, 100], 96]]","[[[15, 30], 3]]",[],[]
artificial_language_g0_160,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 28, 74, 76, 89]","[32, 42]","[[[21, 28], 21], [[28, 74], 28], [[74, 76], 74], [[76, 89], 76], [[89, 100], 89]]","[[[21, 28], 21], [[28, 74], 28], [[74, 76], 74], [[76, 89], 76], [[89, 100], 89]]",[],[],"[[21, [21, 28], '(1 * 21)'], [28, [28, 74], '(1 * 28)'], [74, [74, 76], '(1 * 74)'], [76, [76, 89], '(1 * 76)'], [89, [89, 90], '(1 * 89)']]"
artificial_language_g0_161,"[1, 2, 3, 4, 5]","[6, 35]","[32, 71, 97, 99]","[[[6, 35], 6], [[35, 100], 35]]","[[[6, 35], 6], [[35, 100], 35]]",[],[],"[[6, [6, 35], '(1 * 6)'], [35, [35, 36], '(1 * 35)']]"
artificial_language_g0_162,"[1, 2, 3, 4, 5]","[6, 12, 18, 89]","[17, 43, 65, 87, 88]","[[[6, 12], 6], [[12, 18], 12], [[18, 89], 18], [[89, 100], 89]]","[[[6, 12], 2], [[12, 18], 12], [[18, 89], 18], [[89, 100], 89]]","[[[6, 12], 5]]",[],"[[6, [6, 12], '(1 * 6)'], [12, [12, 18], '(1 * 12)'], [18, [18, 89], '(1 * 18)'], [89, [89, 90], '(1 * 89)']]"
artificial_language_g0_163,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 17, 24, 84, 85]","[47, 71, 89, 92]","[[[13, 17], 13], [[17, 24], 17], [[24, 84], 24], [[84, 85], 84], [[85, 100], 85]]","[[[13, 17], 13], [[17, 24], 17], [[24, 84], 24], [[84, 85], 84], [[85, 100], 85]]",[],[],"[[13, [13, 17], '(1 * 13)'], [17, [17, 24], '(1 * 17)'], [24, [24, 84], '(1 * 24)'], [84, [84, 85], '(1 * 84)'], [85, [85, 86], '(1 * 85)']]"
artificial_language_g0_164,"[1, 2, 3, 4]","[5, 15]","[19, 45, 87]","[[[5, 15], 5], [[15, 100], 15]]","[[[5, 15], 5], [[15, 100], 15]]",[],[],[]
artificial_language_g0_165,"[1, 2, 3]","[4, 64]","[20, 76, 83, 85, 90]","[[[4, 64], 4], [[64, 100], 64]]","[[[4, 64], 4], [[64, 100], 64]]",[],[],[]
artificial_language_g0_166,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 13, 25, 63, 81]","[11, 32, 46, 84, 96]","[[[10, 13], 10], [[13, 25], 13], [[25, 63], 25], [[63, 81], 63], [[81, 100], 81]]","[[[10, 13], 10], [[13, 25], 13], [[25, 63], 25], [[63, 81], 63], [[81, 100], 81]]",[],[],[]
