language,digits,bases,monomorphemics,curr_bases,number_addition_max,number_subtraction_max,phrase_subtraction,exceptions
artificial_language_g0_89,"[1, 2, 3, 4, 5, 6]","[7, 14, 26]","[14, 18, 52, 94]","[[[7, 14], 7], [[14, 26], 14], [[26, 100], 26]]","[[[7, 14], 3], [[14, 26], 14], [[26, 100], 26]]","[[[7, 14], 5]]",[],"[[7, [7, 14], '(1 * 7)'], [14, [14, 26], '(1 * 14)'], [26, [26, 27], '(1 * 26)']]"
artificial_language_g0_90,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",[16],[],"[[[16, 100], 16]]","[[[16, 100], 16]]",[],[],"[[16, [16, 17], '(1 * 16)']]"
artificial_language_g0_91,"[1, 2, 3, 4, 5, 6]","[7, 28, 29, 96]","[49, 70, 80]","[[[7, 28], 7], [[28, 29], 28], [[29, 96], 29], [[96, 100], 96]]","[[[7, 28], 7], [[28, 29], 28], [[29, 96], 29], [[96, 100], 96]]",[],[],[]
artificial_language_g0_92,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24]","[45, 69, 71, 81]","[[[12, 24], 12], [[24, 100], 24]]","[[[12, 24], 5], [[24, 100], 24]]","[[[12, 24], 8]]",[],[]
artificial_language_g0_93,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 48]","[33, 40, 71, 72, 78]","[[[11, 48], 11], [[48, 100], 48]]","[[[11, 48], 11], [[48, 100], 48]]",[],[],[]
artificial_language_g0_94,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22]",[81],"[[[11, 22], 11], [[22, 100], 22]]","[[[11, 22], 2], [[22, 100], 22]]","[[[11, 22], 10]]",[],[]
artificial_language_g0_95,"[1, 2]","[3, 6, 27, 84, 90]",[72],"[[[3, 6], 3], [[6, 27], 6], [[27, 84], 27], [[84, 90], 84], [[90, 100], 90]]","[[[3, 6], 2], [[6, 27], 6], [[27, 84], 27], [[84, 90], 84], [[90, 100], 90]]","[[[3, 6], 2]]",[],[]
artificial_language_g0_96,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 67]","[27, 44, 73]","[[[17, 67], 17], [[67, 100], 67]]","[[[17, 67], 17], [[67, 100], 67]]",[],[],[]
artificial_language_g0_97,"[1, 2, 3, 4, 5, 6]",[7],"[23, 38, 52, 76]","[[[7, 100], 7]]","[[[7, 100], 7]]",[],[],"[[7, [7, 8], '(1 * 7)']]"
artificial_language_g0_98,"[1, 2, 3, 4, 5]",[6],"[12, 43, 63]","[[[6, 100], 6]]","[[[6, 100], 6]]",[],[],[]
artificial_language_g0_99,"[1, 2, 3]","[4, 30]",[],"[[[4, 30], 4], [[30, 100], 30]]","[[[4, 30], 4], [[30, 100], 30]]",[],[],[]
artificial_language_g0_100,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 29, 75]","[41, 42, 46, 54, 55]","[[[11, 29], 11], [[29, 75], 29], [[75, 100], 75]]","[[[11, 29], 11], [[29, 75], 29], [[75, 100], 75]]",[],[],[]
artificial_language_g0_101,"[1, 2, 3, 4]","[5, 9, 81]",[],"[[[5, 9], 5], [[9, 81], 9], [[81, 100], 81]]","[[[5, 9], 5], [[9, 81], 9], [[81, 100], 81]]",[],[],"[[5, [5, 9], '(1 * 5)'], [9, [9, 81], '(1 * 9)'], [81, [81, 82], '(1 * 81)']]"
artificial_language_g0_102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 64, 65, 87, 91]","[48, 49]","[[[17, 64], 17], [[64, 65], 64], [[65, 87], 65], [[87, 91], 87], [[91, 100], 91]]","[[[17, 64], 17], [[64, 65], 64], [[65, 87], 65], [[87, 91], 87], [[91, 100], 91]]",[],[],[]
artificial_language_g0_103,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 42]","[67, 68, 87]","[[[21, 42], 21], [[42, 100], 42]]","[[[21, 42], 20], [[42, 100], 42]]","[[[21, 42], 2]]",[],[]
artificial_language_g0_104,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 30]","[27, 58, 77, 79, 81]","[[[14, 30], 14], [[30, 100], 30]]","[[[14, 30], 14], [[30, 100], 30]]",[],[],"[[14, [14, 30], '(1 * 14)'], [30, [30, 31], '(1 * 30)']]"
artificial_language_g0_105,"[1, 2]","[3, 6]",[],"[[[3, 6], 3], [[6, 100], 6]]","[[[3, 6], 1], [[6, 100], 6]]","[[[3, 6], 3]]",[],"[[3, [3, 6], '(1 * 3)'], [6, [6, 7], '(1 * 6)']]"
artificial_language_g0_106,[1],[2],"[32, 89]","[[[2, 100], 2]]","[[[2, 100], 2]]",[],[],[]
artificial_language_g0_107,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",[10],[],"[[[10, 100], 10]]","[[[10, 100], 10]]",[],[],[]
artificial_language_g0_108,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 29, 39, 44]","[17, 95, 97]","[[[9, 29], 9], [[29, 39], 29], [[39, 44], 39], [[44, 100], 44]]","[[[9, 29], 9], [[29, 39], 29], [[39, 44], 39], [[44, 100], 44]]",[],[],"[[9, [9, 29], '(1 * 9)'], [29, [29, 39], '(1 * 29)'], [39, [39, 44], '(1 * 39)'], [44, [44, 45], '(1 * 44)']]"
artificial_language_g0_109,"[1, 2, 3, 4, 5, 6]","[7, 60]","[53, 55, 56, 66, 90]","[[[7, 60], 7], [[60, 100], 60]]","[[[7, 60], 7], [[60, 100], 60]]",[],[],[]
artificial_language_g0_110,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 54]","[67, 70, 77]","[[[15, 54], 15], [[54, 100], 54]]","[[[15, 54], 15], [[54, 100], 54]]",[],[],"[[15, [15, 54], '(1 * 15)'], [54, [54, 55], '(1 * 54)']]"
artificial_language_g0_111,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 60, 81]","[13, 55, 64, 87, 88]","[[[10, 60], 10], [[60, 81], 60], [[81, 100], 81]]","[[[10, 60], 10], [[60, 81], 60], [[81, 100], 81]]",[],[],[]
artificial_language_g0_112,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24, 30]",[80],"[[[12, 24], 12], [[24, 30], 24], [[30, 100], 30]]","[[[12, 24], 4], [[24, 30], 24], [[30, 100], 30]]","[[[12, 24], 9]]",[],[]
artificial_language_g0_113,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 39, 62, 71, 91]","[20, 28, 57, 84, 89]","[[[18, 39], 18], [[39, 62], 39], [[62, 71], 62], [[71, 91], 71], [[91, 100], 91]]","[[[18, 39], 18], [[39, 62], 39], [[62, 71], 62], [[71, 91], 71], [[91, 100], 91]]",[],[],[]
artificial_language_g0_114,"[1, 2, 3, 4]","[5, 11, 32, 46]","[12, 49, 69, 87, 91]","[[[5, 11], 5], [[11, 32], 11], [[32, 46], 32], [[46, 100], 46]]","[[[5, 11], 5], [[11, 32], 11], [[32, 46], 32], [[46, 100], 46]]",[],[],[]
artificial_language_g0_115,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 46, 50, 79, 82]","[48, 71]","[[[20, 46], 20], [[46, 50], 46], [[50, 79], 50], [[79, 82], 79], [[82, 100], 82]]","[[[20, 46], 20], [[46, 50], 46], [[50, 79], 50], [[79, 82], 79], [[82, 100], 82]]",[],[],[]
artificial_language_g0_116,"[1, 2, 3, 4, 5]","[6, 12]","[28, 44, 88, 99]","[[[6, 12], 6], [[12, 100], 12]]","[[[6, 12], 1], [[12, 100], 12]]","[[[6, 12], 6]]",[],[]
artificial_language_g0_117,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 10, 35, 43, 49]","[18, 28, 70, 75]","[[[9, 10], 9], [[10, 35], 10], [[35, 43], 35], [[43, 49], 43], [[49, 100], 49]]","[[[9, 10], 9], [[10, 35], 10], [[35, 43], 35], [[43, 49], 43], [[49, 100], 49]]",[],[],[]
artificial_language_g0_118,"[1, 2, 3, 4]","[5, 56, 59, 63, 73]","[14, 66]","[[[5, 56], 5], [[56, 59], 56], [[59, 63], 59], [[63, 73], 63], [[73, 100], 73]]","[[[5, 56], 5], [[56, 59], 56], [[59, 63], 59], [[63, 73], 63], [[73, 100], 73]]",[],[],[]
artificial_language_g0_119,"[1, 2, 3, 4, 5]","[6, 12]","[30, 48, 55, 68, 88]","[[[6, 12], 6], [[12, 100], 12]]","[[[6, 12], 3], [[12, 100], 12]]","[[[6, 12], 4]]",[],[]
artificial_language_g0_120,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22, 93]","[53, 59, 79, 81]","[[[11, 22], 11], [[22, 93], 22], [[93, 100], 93]]","[[[11, 22], 6], [[22, 93], 22], [[93, 100], 93]]","[[[11, 22], 6]]",[],"[[11, [11, 22], '(1 * 11)'], [22, [22, 93], '(1 * 22)'], [93, [93, 94], '(1 * 93)']]"
artificial_language_g0_121,"[1, 2, 3, 4]","[5, 21, 32, 55]","[26, 81]","[[[5, 21], 5], [[21, 32], 21], [[32, 55], 32], [[55, 100], 55]]","[[[5, 21], 5], [[21, 32], 21], [[32, 55], 32], [[55, 100], 55]]",[],[],[]
artificial_language_g0_122,"[1, 2, 3, 4]","[5, 10, 31, 73]",[40],"[[[5, 10], 5], [[10, 31], 10], [[31, 73], 31], [[73, 100], 73]]","[[[5, 10], 1], [[10, 31], 10], [[31, 73], 31], [[73, 100], 73]]","[[[5, 10], 5]]",[],"[[5, [5, 10], '(1 * 5)'], [10, [10, 31], '(1 * 10)'], [31, [31, 73], '(1 * 31)'], [73, [73, 74], '(1 * 73)']]"
artificial_language_g0_123,"[1, 2, 3, 4, 5]","[6, 72]",[],"[[[6, 72], 6], [[72, 100], 72]]","[[[6, 72], 6], [[72, 100], 72]]",[],[],"[[6, [6, 72], '(1 * 6)'], [72, [72, 73], '(1 * 72)']]"
artificial_language_g0_124,"[1, 2, 3, 4, 5, 6, 7]","[8, 11, 12, 24, 46]","[41, 57, 70, 78, 97]","[[[8, 11], 8], [[11, 12], 11], [[12, 24], 12], [[24, 46], 24], [[46, 100], 46]]","[[[8, 11], 8], [[11, 12], 11], [[12, 24], 12], [[24, 46], 24], [[46, 100], 46]]",[],[],"[[8, [8, 11], '(1 * 8)'], [11, [11, 12], '(1 * 11)'], [12, [12, 24], '(1 * 12)'], [24, [24, 46], '(1 * 24)'], [46, [46, 47], '(1 * 46)']]"
artificial_language_g0_125,"[1, 2, 3, 4, 5]","[6, 87]","[41, 50, 92]","[[[6, 87], 6], [[87, 100], 87]]","[[[6, 87], 6], [[87, 100], 87]]",[],[],[]
artificial_language_g0_126,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 16, 41, 53, 54]","[11, 61, 76, 91, 96]","[[[9, 16], 9], [[16, 41], 16], [[41, 53], 41], [[53, 54], 53], [[54, 100], 54]]","[[[9, 16], 9], [[16, 41], 16], [[41, 53], 41], [[53, 54], 53], [[54, 100], 54]]",[],[],[]
artificial_language_g0_127,"[1, 2]","[3, 23, 38, 63]","[49, 81]","[[[3, 23], 3], [[23, 38], 23], [[38, 63], 38], [[63, 100], 63]]","[[[3, 23], 3], [[23, 38], 23], [[38, 63], 38], [[63, 100], 63]]",[],[],"[[3, [3, 23], '(1 * 3)'], [23, [23, 38], '(1 * 23)'], [38, [38, 63], '(1 * 38)'], [63, [63, 64], '(1 * 63)']]"
artificial_language_g0_128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 76]",[61],"[[[17, 76], 17], [[76, 100], 76]]","[[[17, 76], 17], [[76, 100], 76]]",[],[],"[[17, [17, 76], '(1 * 17)'], [76, [76, 77], '(1 * 76)']]"
artificial_language_g0_129,"[1, 2, 3, 4, 5]","[6, 12, 17, 42, 55]","[10, 75]","[[[6, 12], 6], [[12, 17], 12], [[17, 42], 17], [[42, 55], 42], [[55, 100], 55]]","[[[6, 12], 3], [[12, 17], 12], [[17, 42], 17], [[42, 55], 42], [[55, 100], 55]]","[[[6, 12], 4]]",[],"[[6, [6, 12], '(1 * 6)'], [12, [12, 17], '(1 * 12)'], [17, [17, 42], '(1 * 17)'], [42, [42, 55], '(1 * 42)'], [55, [55, 56], '(1 * 55)']]"
artificial_language_g0_130,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 22, 34, 55]",[],"[[[8, 16], 8], [[16, 22], 16], [[22, 34], 22], [[34, 55], 34], [[55, 100], 55]]","[[[8, 16], 5], [[16, 22], 16], [[22, 34], 22], [[34, 55], 34], [[55, 100], 55]]","[[[8, 16], 4]]",[],[]
artificial_language_g0_131,"[1, 2, 3]","[4, 26, 71, 77]",[],"[[[4, 26], 4], [[26, 71], 26], [[71, 77], 71], [[77, 100], 77]]","[[[4, 26], 4], [[26, 71], 26], [[71, 77], 71], [[77, 100], 77]]",[],[],[]
artificial_language_g0_132,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 29, 47, 61]","[26, 49, 83, 85]","[[[21, 29], 21], [[29, 47], 29], [[47, 61], 47], [[61, 100], 61]]","[[[21, 29], 21], [[29, 47], 29], [[47, 61], 47], [[61, 100], 61]]",[],[],"[[21, [21, 29], '(1 * 21)'], [29, [29, 47], '(1 * 29)'], [47, [47, 61], '(1 * 47)'], [61, [61, 62], '(1 * 61)']]"
artificial_language_g0_133,"[1, 2, 3, 4]","[5, 17]",[6],"[[[5, 17], 5], [[17, 100], 17]]","[[[5, 17], 5], [[17, 100], 17]]",[],[],[]
artificial_language_g0_134,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 26, 56, 57]","[18, 24, 58, 59, 94]","[[[13, 26], 13], [[26, 56], 26], [[56, 57], 56], [[57, 100], 57]]","[[[13, 26], 1], [[26, 56], 26], [[56, 57], 56], [[57, 100], 57]]","[[[13, 26], 13]]",[],[]
artificial_language_g0_135,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 20, 32, 80, 83]",[],"[[[10, 20], 10], [[20, 32], 20], [[32, 80], 32], [[80, 83], 80], [[83, 100], 83]]","[[[10, 20], 2], [[20, 32], 20], [[32, 80], 32], [[80, 83], 80], [[83, 100], 83]]","[[[10, 20], 9]]",[],"[[10, [10, 20], '(1 * 10)'], [20, [20, 32], '(1 * 20)'], [32, [32, 80], '(1 * 32)'], [80, [80, 83], '(1 * 80)'], [83, [83, 84], '(1 * 83)']]"
artificial_language_g0_136,"[1, 2, 3]","[4, 8, 32, 74, 97]",[],"[[[4, 8], 4], [[8, 32], 8], [[32, 74], 32], [[74, 97], 74], [[97, 100], 97]]","[[[4, 8], 1], [[8, 32], 8], [[32, 74], 32], [[74, 97], 74], [[97, 100], 97]]","[[[4, 8], 4]]",[],"[[4, [4, 8], '(1 * 4)'], [8, [8, 32], '(1 * 8)'], [32, [32, 74], '(1 * 32)'], [74, [74, 97], '(1 * 74)'], [97, [97, 98], '(1 * 97)']]"
artificial_language_g0_137,"[1, 2, 3, 4, 5]","[6, 78]","[19, 20, 29, 38, 95]","[[[6, 78], 6], [[78, 100], 78]]","[[[6, 78], 6], [[78, 100], 78]]",[],[],"[[6, [6, 78], '(1 * 6)'], [78, [78, 79], '(1 * 78)']]"
artificial_language_g0_138,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 57, 62, 73]",[43],"[[[14, 28], 14], [[28, 57], 28], [[57, 62], 57], [[62, 73], 62], [[73, 100], 73]]","[[[14, 28], 10], [[28, 57], 28], [[57, 62], 57], [[62, 73], 62], [[73, 100], 73]]","[[[14, 28], 5]]",[],"[[14, [14, 28], '(1 * 14)'], [28, [28, 57], '(1 * 28)'], [57, [57, 62], '(1 * 57)'], [62, [62, 73], '(1 * 62)'], [73, [73, 74], '(1 * 73)']]"
artificial_language_g0_139,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 40, 73]","[58, 67]","[[[21, 40], 21], [[40, 73], 40], [[73, 100], 73]]","[[[21, 40], 21], [[40, 73], 40], [[73, 100], 73]]",[],[],[]
artificial_language_g0_140,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 68, 76, 97]","[32, 60]","[[[21, 68], 21], [[68, 76], 68], [[76, 97], 76], [[97, 100], 97]]","[[[21, 68], 21], [[68, 76], 68], [[76, 97], 76], [[97, 100], 97]]",[],[],[]
artificial_language_g0_141,"[1, 2, 3, 4, 5]","[6, 8, 75]",[27],"[[[6, 8], 6], [[8, 75], 8], [[75, 100], 75]]","[[[6, 8], 6], [[8, 75], 8], [[75, 100], 75]]",[],[],[]
artificial_language_g0_142,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 23, 83, 93]","[22, 38, 51, 74, 79]","[[[13, 23], 13], [[23, 83], 23], [[83, 93], 83], [[93, 100], 93]]","[[[13, 23], 13], [[23, 83], 23], [[83, 93], 83], [[93, 100], 93]]",[],[],[]
artificial_language_g0_143,"[1, 2, 3]","[4, 8, 28, 75, 82]","[7, 42, 71, 73]","[[[4, 8], 4], [[8, 28], 8], [[28, 75], 28], [[75, 82], 75], [[82, 100], 82]]","[[[4, 8], 3], [[8, 28], 8], [[28, 75], 28], [[75, 82], 75], [[82, 100], 82]]","[[[4, 8], 2]]",[],[]
artificial_language_g0_144,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 14]","[17, 29, 64, 82, 95]","[[[10, 14], 10], [[14, 100], 14]]","[[[10, 14], 10], [[14, 100], 14]]",[],[],"[[10, [10, 14], '(1 * 10)'], [14, [14, 15], '(1 * 14)']]"
artificial_language_g0_145,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[13],"[28, 42, 74, 95]","[[[13, 100], 13]]","[[[13, 100], 13]]",[],[],"[[13, [13, 14], '(1 * 13)']]"
artificial_language_g0_146,"[1, 2, 3]","[4, 8]",[87],"[[[4, 8], 4], [[8, 100], 8]]","[[[4, 8], 3], [[8, 100], 8]]","[[[4, 8], 2]]",[],[]
artificial_language_g0_147,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 26]",[],"[[[15, 26], 15], [[26, 100], 26]]","[[[15, 26], 15], [[26, 100], 26]]",[],[],"[[15, [15, 26], '(1 * 15)'], [26, [26, 27], '(1 * 26)']]"
artificial_language_g0_148,"[1, 2, 3]","[4, 8]","[21, 60]","[[[4, 8], 4], [[8, 100], 8]]","[[[4, 8], 3], [[8, 100], 8]]","[[[4, 8], 2]]",[],[]
artificial_language_g0_149,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 42]","[20, 45, 64, 87]","[[[14, 42], 14], [[42, 100], 42]]","[[[14, 42], 14], [[42, 100], 42]]",[],[],[]
artificial_language_g0_150,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 84, 94]","[42, 60, 69]","[[[16, 84], 16], [[84, 94], 84], [[94, 100], 94]]","[[[16, 84], 16], [[84, 94], 84], [[94, 100], 94]]",[],[],[]
artificial_language_g0_151,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",[16],[54],"[[[16, 100], 16]]","[[[16, 100], 16]]",[],[],[]
artificial_language_g0_152,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 35, 45]","[54, 55, 71]","[[[14, 35], 14], [[35, 45], 35], [[45, 100], 45]]","[[[14, 35], 14], [[35, 45], 35], [[45, 100], 45]]",[],[],[]
artificial_language_g0_153,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[18],[49],"[[[18, 100], 18]]","[[[18, 100], 18]]",[],[],[]
artificial_language_g0_154,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 26, 56, 73, 82]","[25, 43, 71]","[[[16, 26], 16], [[26, 56], 26], [[56, 73], 56], [[73, 82], 73], [[82, 100], 82]]","[[[16, 26], 16], [[26, 56], 26], [[56, 73], 56], [[73, 82], 73], [[82, 100], 82]]",[],[],[]
artificial_language_g0_155,"[1, 2, 3, 4, 5, 6]","[7, 34, 56, 84, 86]","[30, 37, 97]","[[[7, 34], 7], [[34, 56], 34], [[56, 84], 56], [[84, 86], 84], [[86, 100], 86]]","[[[7, 34], 7], [[34, 56], 34], [[56, 84], 56], [[84, 86], 84], [[86, 100], 86]]",[],[],[]
artificial_language_g0_156,"[1, 2, 3, 4]",[5],"[23, 46]","[[[5, 100], 5]]","[[[5, 100], 5]]",[],[],[]
artificial_language_g0_157,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 59, 69]","[24, 29, 36, 54, 71]","[[[10, 59], 10], [[59, 69], 59], [[69, 100], 69]]","[[[10, 59], 10], [[59, 69], 59], [[69, 100], 69]]",[],[],"[[10, [10, 59], '(1 * 10)'], [59, [59, 69], '(1 * 59)'], [69, [69, 70], '(1 * 69)']]"
artificial_language_g0_158,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[18],"[21, 44]","[[[18, 100], 18]]","[[[18, 100], 18]]",[],[],[]
artificial_language_g0_159,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 38, 59, 91]",[],"[[[19, 38], 19], [[38, 59], 38], [[59, 91], 59], [[91, 100], 91]]","[[[19, 38], 13], [[38, 59], 38], [[59, 91], 59], [[91, 100], 91]]","[[[19, 38], 7]]",[],[]
artificial_language_g0_160,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 38]",[77],"[[[11, 38], 11], [[38, 100], 38]]","[[[11, 38], 11], [[38, 100], 38]]",[],[],"[[11, [11, 38], '(1 * 11)'], [38, [38, 39], '(1 * 38)']]"
artificial_language_g0_161,"[1, 2, 3, 4]","[5, 20, 22]",[33],"[[[5, 20], 5], [[20, 22], 20], [[22, 100], 22]]","[[[5, 20], 5], [[20, 22], 20], [[22, 100], 22]]",[],[],[]
artificial_language_g0_162,"[1, 2, 3]","[4, 31, 82]",[],"[[[4, 31], 4], [[31, 82], 31], [[82, 100], 82]]","[[[4, 31], 4], [[31, 82], 31], [[82, 100], 82]]",[],[],[]
artificial_language_g0_163,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 48]","[19, 34]","[[[12, 48], 12], [[48, 100], 48]]","[[[12, 48], 12], [[48, 100], 48]]",[],[],[]
artificial_language_g0_164,"[1, 2, 3]","[4, 10, 12, 70]","[24, 89]","[[[4, 10], 4], [[10, 12], 10], [[12, 70], 12], [[70, 100], 70]]","[[[4, 10], 4], [[10, 12], 10], [[12, 70], 12], [[70, 100], 70]]",[],[],"[[4, [4, 10], '(1 * 4)'], [10, [10, 12], '(1 * 10)'], [12, [12, 70], '(1 * 12)'], [70, [70, 71], '(1 * 70)']]"
artificial_language_g0_165,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 20, 50, 75]",[53],"[[[10, 20], 10], [[20, 50], 20], [[50, 75], 50], [[75, 100], 75]]","[[[10, 20], 2], [[20, 50], 20], [[50, 75], 50], [[75, 100], 75]]","[[[10, 20], 9]]",[],[]
artificial_language_g0_166,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 34]",[],"[[[17, 34], 17], [[34, 100], 34]]","[[[17, 34], 12], [[34, 100], 34]]","[[[17, 34], 6]]",[],[]
artificial_language_g0_167,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30, 31, 61]",[],"[[[15, 30], 15], [[30, 31], 30], [[31, 61], 31], [[61, 100], 61]]","[[[15, 30], 11], [[30, 31], 30], [[31, 61], 31], [[61, 100], 61]]","[[[15, 30], 5]]",[],[]
artificial_language_g0_168,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 34]","[33, 36, 69]","[[[17, 34], 17], [[34, 100], 34]]","[[[17, 34], 9], [[34, 100], 34]]","[[[17, 34], 9]]",[],[]
artificial_language_g0_169,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 22, 61, 84]","[42, 46, 89]","[[[20, 22], 20], [[22, 61], 22], [[61, 84], 61], [[84, 100], 84]]","[[[20, 22], 20], [[22, 61], 22], [[61, 84], 61], [[84, 100], 84]]",[],[],[]
artificial_language_g0_170,"[1, 2]","[3, 10, 13]","[8, 22, 29]","[[[3, 10], 3], [[10, 13], 10], [[13, 100], 13]]","[[[3, 10], 3], [[10, 13], 10], [[13, 100], 13]]",[],[],"[[3, [3, 10], '(1 * 3)'], [10, [10, 13], '(1 * 10)'], [13, [13, 14], '(1 * 13)']]"
artificial_language_g0_171,"[1, 2, 3, 4, 5, 6]","[7, 14, 26, 67]",[],"[[[7, 14], 7], [[14, 26], 14], [[26, 67], 26], [[67, 100], 67]]","[[[7, 14], 6], [[14, 26], 14], [[26, 67], 26], [[67, 100], 67]]","[[[7, 14], 2]]",[],[]
artificial_language_g0_172,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 66]","[39, 49, 92]","[[[8, 16], 8], [[16, 66], 16], [[66, 100], 66]]","[[[8, 16], 4], [[16, 66], 16], [[66, 100], 66]]","[[[8, 16], 5]]",[],[]
artificial_language_g0_173,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 26, 61, 94]",[96],"[[[13, 26], 13], [[26, 61], 26], [[61, 94], 61], [[94, 100], 94]]","[[[13, 26], 9], [[26, 61], 26], [[61, 94], 61], [[94, 100], 94]]","[[[13, 26], 5]]",[],[]
artificial_language_g0_174,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[12],[],"[[[12, 100], 12]]","[[[12, 100], 12]]",[],[],"[[12, [12, 13], '(1 * 12)']]"
artificial_language_g0_175,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18]","[23, 27]","[[[9, 18], 9], [[18, 100], 18]]","[[[9, 18], 8], [[18, 100], 18]]","[[[9, 18], 2]]",[],"[[9, [9, 18], '(1 * 9)'], [18, [18, 19], '(1 * 18)']]"
artificial_language_g0_176,"[1, 2, 3]",[4],"[14, 20, 91, 99]","[[[4, 100], 4]]","[[[4, 100], 4]]",[],[],"[[4, [4, 5], '(1 * 4)']]"
artificial_language_g0_177,"[1, 2, 3, 4, 5, 6]",[7],"[14, 28]","[[[7, 100], 7]]","[[[7, 100], 7]]",[],[],"[[7, [7, 8], '(1 * 7)']]"
artificial_language_g0_178,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 40, 41, 68]","[28, 35, 51, 52]","[[[20, 40], 20], [[40, 41], 40], [[41, 68], 41], [[68, 100], 68]]","[[[20, 40], 4], [[40, 41], 40], [[41, 68], 41], [[68, 100], 68]]","[[[20, 40], 17]]",[],[]
